#BLTrackFile NTuple/Z15050
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-80.6964 25.2905 15050 -78.6093 -7.16281 236.003 130.227 -13 317026 1001 1 1
-20.5142 3.6553 15050 -15.0027 7.65767 245.3 54.3996 -13 317719 1001 1 1
89.9525 176.868 15050 18.3677 35.9822 29.7965 77.1419 22 317906 1008 1007 1
43.2843 144.11 15050 43.7068 118.423 372.613 67.4981 211 318038 1 0 1
-175.223 197.347 15050 -118.265 128.019 212.207 90.1736 -13 318077 1001 1 1
-156.797 -108.631 15050 -172.087 -116.17 329.87 95.243 -13 318555 1001 1 1
-253.719 121.535 15050 -216.733 110.294 292.255 87.9347 -13 318714 1001 1 1
-235.569 81 15050 -188.995 63.068 229.736 149.8 -13 319039 1001 1 1
-8.67018 34.8971 15050 -7.46481 27.4435 277.301 54.7803 -13 319154 1001 1 1
60.8669 155.541 15050 35.3194 91.0259 226.541 64.5955 -13 319169 1001 1 1
-30.4653 76.1313 15050 -20.3415 53.1839 410.846 61.8751 -13 319225 1001 1 1
-23.4662 -72.3308 15050 -35.4768 -122.557 409.253 63.8287 -13 319433 1001 1 1
-48.1087 8.27108 15050 -60.7002 13.992 353.511 53.4459 -13 319502 1001 1 1
-310.814 44.0367 15050 -144.71 7.17136 138.766 136.686 -13 319578 1001 1 1
-7.45387 -49.8957 15050 -7.93096 -42.7756 370.926 53.6798 -13 319757 1001 1 1
-110.804 123.401 15050 -136.649 145.331 374.007 55.9117 -13 319814 1001 1 1
-23.0784 2.88142 15050 -8.37105 18.5555 424.058 53.9885 -13 320732 1001 1 1
-22.4195 2.56252 15050 2.43162 -0.0104197 5.74944 53.9882 11 320732 1002 1001 1
-162.096 99.0406 15050 -156.156 100.4 325.681 61.28 -13 322362 1001 1 1
26.9865 36.9932 15050 21.3436 5.09517 355.753 106.36 -13 324453 1001 1 1
-29.3349 -12.5607 15050 -57.9016 -12.2957 353.503 68.8665 -13 324591 1001 1 1
-21.5082 180.045 15050 -19.0875 188.379 343.876 55.301 -13 325252 1001 1 1
-3.02832 138.162 15050 0.669973 1.92716 9.20758 55.2367 11 325252 1002 1001 1
